Cas1;Standardized 11;Standardized 21;Cas2;Standardized 12;Standardized 22;Cas3;Standardized 13;Standardized 23;Cas4;Standardized 14;Standardized 24;Cas5;Standardized 15;Standardized 25
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,51;0;0;0,521;0;0;0,51;0;0;0,522;0;0;0,512;0;0
1,03;0;0;1,047;0;0;1,026;0;0;1,04;0;0;1,019;0;0
1,54;0;0;1,556;0;0;1,535;0;0;1,548;0,000822368;0;1,529;0,004814305;0
2,06;0,037096774;0;2,066;0;0;2,045;0;0;2,058;0,000822368;0;2,036;0,291609354;-0,000692521
2,56;0,030645161;0;2,576;0;0;2,564;0;0;2,57;0,106907895;0;2,542;0,226272352;0
3,08;0,02983871;0;3,081;0;0,012907609;3,08;0;0;3,088;0,103618421;0;3,047;0,087345254;0,241689751
3,61;0,027419355;0;3,588;0,000673854;0,288722826;3,588;0,208298755;0;3,599;0,172697368;0,079967024;3,567;0,081155433;0,335180055
4,12;0,014516129;0;4,101;0,000673854;0,887907609;4,099;0,263900415;0;4,111;0,079769737;0,394064303;4,089;0,165749656;1,542936288
4,63;0,010483871;0,254349627;4,612;0,002695418;1,331521739;4,605;0,243153527;0,018771331;4,619;0,032894737;1,893652102;4,596;0,202200825;1,398199446
5,15;0,008064516;0,521126761;5,119;0,194743935;1,84986413;5,111;0,287136929;0,911262799;5,128;0,019736842;3,25721352;5,102;0,135488308;1,154432133
5,66;0,003225806;0,856669428;5,627;0,178571429;2,019021739;5,626;0,107053942;1,78668942;5,633;0,010690789;2,896949711;5,611;0,078404402;0,734764543
6,17;0,001612903;1,853355427;6,143;0,163746631;1,131793478;6,137;0,08879668;0,802047782;6,138;0,009868421;2,275350371;6,133;0,051581843;0,882963989
6,68;0;1,525269263;6,656;0,248652291;0,956521739;6,649;0,049792531;0,877986348;6,644;0,076480263;2,33223413;6,654;0,038514443;1,128808864
7,19;0;0,850041425;7,17;0,223045822;1,987092391;7,16;0,034854772;1,21331058;7,151;0,018092105;0,659521847;7,162;0,021320495;1,861495845
7,71;0;2,478873239;7,681;0,083557951;1,773777174;7,676;0,019087137;1,042662116;7,662;0,012335526;0,8928277;7,672;0,015818432;1,013850416
8,22;0;2,387738194;8,193;0,130727763;2,155570652;8,191;0,013278008;0,33105802;8,167;0,037828947;1,092333059;8,179;0,011691884;0,523545706
8,73;0;2,1996686;8,709;0,193396226;2,027853261;8,702;0,009958506;0,553754266;8,684;0,037828947;1,201978566;8,692;0,009628611;0,885734072
9,25;0;1,045567523;9,223;1,092991914;0,991168478;9,213;0,005809129;0,504266212;9,192;0,115131579;1,380049464;9,201;0,065337001;1,101108033
9,75;0;0,564208782;9,731;1,021563342;1,072690217;9,721;0,063900415;0,760238908;9,701;0,215460526;1,233305853;9,715;0,098349381;1,698753463
10,27;0,008064516;0,83927092;10,241;0,723719677;0,769021739;10,242;0,241493776;0,803754266;10,207;0,288651316;1,066776587;10,233;0,052269601;2,004155125
10,79;0,014516129;1,150787075;10,754;1,404312668;0,625;10,766;0,322821577;1,045221843;10,715;0,652138158;0,697444353;10,744;0,055708391;1,677977839
11,3;0,035483871;0,850041425;11,273;1,558625337;1,08763587;11,272;0,904564315;1,067406143;11,249;1,412006579;0,581203627;11,248;0,055708391;1,108033241
11,83;0,222580645;1,226180613;11,782;1,066037736;1,019701087;11,792;1,187551867;1,133959044;11,759;1,421052632;0,737015664;11,761;0,114855571;1,249307479
12,33;0,458064516;1,251035626;12,289;1,440026954;0,980298913;12,319;1,170954357;1,107508532;12,267;0,821546053;0,830997527;12,266;0,597661623;1,139889197
12,85;0,719354839;1,398508699;12,801;1,533692722;1,014945652;12,839;1,17593361;1,338737201;12,789;1;1,000824402;12,778;0,854195323;1,274238227
13,36;0,881451613;1,330571665;13,316;0,757412399;0,699048913;13,357;0,588381743;1,29778157;13,298;1,097039474;1,190436933;13,29;0,99656121;1,243074792
13,87;1,083064516;1,314830157;13,841;0,628706199;1,0625;13,869;0,776763485;1,16552901;13,806;0,954769737;1,224237428;13,797;1,064649243;1,336565097
14,38;1,125;1,273405137;14,349;0,741913747;1,074728261;14,378;0,811618257;1,20221843;14,324;0,653782895;1,263808739;14,315;1,15130674;1,135734072
14,89;1,175806452;1,277547639;14,855;0,917115903;1,245244565;14,888;1,194190871;1,123720137;14,836;0,926809211;1,260511129;14,827;1,319807428;1,122576177
15,4;1,656451613;1,270919635;15,374;1,033692722;1,370923913;15,403;1,126141079;1,110068259;15,348;1,077302632;1,137675185;15,338;1,338376891;1,078254848
15,92;1,362096774;0,98011599;15,89;1,088274933;1,411005435;15,912;0,877178423;1,104948805;15,863;1,136513158;1,067600989;15,847;1,363823934;1,061634349
16,43;0,916129032;0,912178956;16,399;1,122641509;1,186820652;16,431;0,566804979;1,102389078;16,38;0,926809211;1,43198681;16,362;1,398211829;0,922437673
16,94;0,933870968;1,001657001;16,911;0,873989218;0,966032609;16,96;0,525311203;1,086177474;16,889;1,095394737;1,38582028;16,872;1,383081155;0,815096953
17,45;0,717741935;1,048881524;17,441;0,859838275;0,898097826;17,465;0,32033195;1,058020478;17,409;1,296875;1,308326463;17,379;1,16781293;0,960526316
17,96;0,730645161;1,064623032;17,947;0,89083558;0,828125;17,97;0,458921162;0,956484642;17,923;1,305098684;1,242374279;17,889;1,010316369;1,08033241
18,47;0,796774194;1,04059652;18,467;0,907681941;0,820652174;18,478;0,66473029;0,950511945;18,451;1,350328947;1,154987634;18,406;1,100412655;1,056786704
18,99;0,691935484;1,053024027;18,976;0,811994609;1,000679348;18,984;0,836514523;0,83447099;18,959;1,029605263;1,108821105;18,926;0,953232462;1,057479224
19,5;0,994354839;1,094449047;19,481;0,797843666;0,861413043;19,495;0,880497925;0,919795222;19,473;0,916940789;1,055234955;19,439;0,808803301;1,07132964
20,02;1,164516129;1,101905551;19,987;0,766172507;0,924592391;20,009;0,723651452;0,976109215;19,989;0,938322368;1,001648805;19,962;0,786795048;1,085872576
20,52;1,133064516;1,082021541;20,496;0,751347709;0,88451087;20,519;0,707053942;1,029010239;20,51;0,833059211;1,253915911;20,473;0,927097662;1,076869806
21,04;1,020967742;1,138359569;21,003;0,778975741;0,951766304;21,027;0,962655602;1,099829352;21,027;1,004934211;1,155812036;20,98;0,869325997;0,992382271
21,55;1,017741935;1,157415079;21,512;0,817385445;1,011548913;21,53;0,999170124;1,101535836;21,541;0,901315789;0,962901896;21,495;0,832874828;1,01800554
22,06;1,096774194;1,12013256;22,025;0,907681941;1,023777174;22,035;1,02406639;1,097269625;22,053;0,727796053;0,996702391;22,004;0,925722146;0,993767313
22,57;1,05;1,038111019;22,538;0,942722372;1,060461957;22,559;1,030705394;1,071672355;22,57;0,796052632;1,056059357;22,51;0,818431912;0,995152355
23,07;0,95;1,014913007;23,045;0,958894879;1,09986413;23,088;1,068049793;1,040955631;23,1;0,643092105;1,110469909;23,016;0,797111417;0,989612188
23,59;0,867741935;1,034797017;23,552;0,950808625;1,072690217;23,592;1,023236515;1,043515358;23,614;0,782894737;1,045342127;23,552;0,894085282;0,993767313
24,1;0,683870968;1,010770505;24,065;0,922506739;1,041440217;24,107;1,036514523;0,993174061;24,122;0,806743421;1,112118714;24,065;0,899587345;0,974376731
24,62;0,720967742;0,991714996;24,58;0,980458221;1,021059783;24,625;0,972614108;1,009385666;24,627;0,921052632;1,110469909;24,572;0,982118294;1,004847645
25,15;0,932258065;0,996685998;25,095;1,109838275;0,948369565;25,135;0,985892116;0,981228669;25,136;0,994243421;1,070898599;25,078;1,01650619;1,013157895
25,67;0,868548387;1,009113505;25,605;1,088948787;0,913043478;25,646;1,004979253;0,9778157;25,643;1,010690789;1,036273702;25,583;1,035075653;1,013850416
26,18;0,679032258;0,997514499;26,111;1,117250674;0,894021739;26,157;0,973443983;0,976109215;26,151;1,006578947;0,994229184;26,093;1,041953232;1,022853186
26,69;0,883064516;1;26,618;1,086927224;0,914402174;26,667;0,84813278;0,973549488;26,665;0,988486842;0,981863149;26,599;0,923658872;1,018698061
27,2;0,892741935;1,009942005;27,129;1,102425876;0,92798913;27,184;0,941078838;0,980375427;27,175;0,976151316;0,891178895;27,103;0,964236589;1,01800554
27,7;0,8;1,009942005;27,644;1,112533693;1,020380435;27,704;0,954356846;0,983788396;27,683;0,954769737;0,974443528;27,607;0,914030261;1,011080332
28,23;0,924193548;1,021541011;28,154;1,145552561;0,982336957;28,22;0,960165975;0,999146758;28,185;0,927631579;1,018136851;28,114;0,955983494;1,005540166
28,74;0,991935484;1,029826015;28,656;1,105121294;0,985733696;28,733;0,965145228;1,013651877;28,699;1,005756579;1,005770816;28,626;1;1,009695291
29,25;1,005645161;1,016570008;29,171;1,099730458;0,985054348;29,247;1,006639004;1,007679181;29,215;1;0,983511954;29,145;1,021320495;1,008310249
29,77;1,031451613;1,028169014;29,677;1,150943396;0,975543478;29,756;1,019917012;1,023890785;29,722;0,966282895;0,953009068;29,65;1,025447043;1,012465374
30,28;1,041129032;1,029826015;30,182;1,111185984;0,983695652;30,268;1,019087137;1,023890785;30,23;0,972861842;0,97856554;30,161;1,014442916;1,014542936
30,78;1,028225806;1,031483016;30,689;1,050539084;0,996603261;30,781;1,012448133;1,032423208;30,738;1,048519737;0,983511954;30,674;1,026134801;1,037396122
31,29;1,029032258;1,028169014;31,194;1,013477089;0,999320652;31,293;1,029045643;1,035836177;31,247;1,032894737;1;31,183;1,035763411;1,023545706
31,8;1,007258065;1,028997514;31,699;1,03638814;1,02513587;31,798;1,00746888;1,013651877;31,762;1,000822368;1,012366035;31,692;1,052957359;1,005540166
32,31;1,00483871;1,014084507;32,211;1,05458221;1,008152174;32,308;1,001659751;1,013651877;32,272;0,994243421;1,014839242;32,205;1,067400275;0,997229917
32,83;1,018548387;1,004971002;32,721;1,059973046;0,995923913;32,822;1,004979253;1,015358362;32,785;0,994243421;1,018961253;32,716;1,045392022;0,995152355
33,33;1,015322581;1,004142502;33,231;1,041105121;1,002038043;33,331;0,979253112;1,007679181;33,297;0,999177632;1,036273702;33,234;1,038514443;1,008310249
33,84;1,006451613;1,001657001;33,74;1,010107817;1,010869565;33,839;0,981742739;1,005119454;33,801;0,991776316;1,04286892;33,755;1,032324622;0,998614958
34,35;1,004032258;1,008285004;34,254;1,009433962;0,997961957;34,346;0,999170124;1,002559727;34,311;1,002467105;1,027205276;34,275;1,026134801;1,004155125
34,87;0,994354839;0,998342999;34,772;1,003369272;0,983016304;34,856;0,997510373;1,002559727;34,831;1,009868421;1,022258862;34,786;1,034387895;1,031163435
35,37;0,990322581;0,9991715;35,28;1,017520216;0,97826087;35,365;1;1,002559727;35,343;1,003289474;0,994229184;35,297;1,028198074;1,014542936
35,88;1;0,995028998;35,79;0,997304582;0,983016304;35,871;0,996680498;1,002559727;35,85;0,999177632;0,973619126;35,813;1,025447043;1
36,39;1,00483871;1,004142502;36,303;1,001347709;0,996603261;36,379;1,002489627;1,006825939;36,367;0,989309211;0,990931575;36,325;1,023383769;1,00900277
36,91;1,008064516;1,005799503;36,819;0,998652291;1,039402174;36,902;1,004149378;1,010238908;36,877;0,972861842;1,004946414;36,838;1,019257221;1,014542936
37,41;1,00483871;1,004971002;37,335;1,000673854;1,034646739;37,419;0,995850622;1,007679181;37,387;0,969572368;1,009068425;37,349;1,025447043;1,009695291
37,92;1;1,0008285;37,863;0,998652291;1,020380435;37,927;0,989211618;1,009385666;37,903;0,960526316;0,998351195;37,864;1,032324622;1,002077562
38,44;1,009677419;1,002485501;38,37;0,999326146;1,001358696;38,438;1;1,009385666;38,412;0,978618421;0,985985161;38,372;1,027510316;1
38,96;1,008064516;1,004142502;38,872;0,995956873;1,004755435;38,952;0,995850622;1,007679181;38,936;0,982730263;0,988458368;38,888;1,022696011;1,003462604
39,47;1,006451613;1,004142502;39,388;0,994609164;1;39,461;0,994190871;1,008532423;39,453;0,972861842;0,993404782;39,404;1,019944979;1,006232687
39,98;1,000806452;1,004971002;39,897;1,000673854;0,999320652;39,967;0,998340249;1,010238908;39,962;0,988486842;0,990107172;39,922;1,017881706;1,003462604
40,5;0,997580645;1,003314002;40,407;0,99393531;0,997961957;40,478;1,001659751;1,009385666;40,484;0,988486842;0,994229184;40,444;1,015130674;1,005540166
41,01;0,997580645;1,004142502;40,918;0,995283019;1,001358696;40,986;1,001659751;1,01109215;40,999;0,985197368;0,998351195;40,958;1,0130674;1,003462604
41,51;0,996774194;1,003314002;41,428;0,991913747;1,002038043;41,513;0,998340249;1,005972696;41,511;0,988486842;0,997526793;41,469;1,011004127;1
42,03;0,995967742;1,002485501;41,95;0,990566038;1,008152174;42,025;1;1,005119454;42,018;0,999177632;1,005770816;41,986;1,007565337;0,999307479
42,54;1,000806452;1,0008285;42,461;0,994609164;1,007472826;42,536;0,998340249;1,003412969;42,535;0,999177632;1,007419621;42,496;1,0130674;0,999307479
43,06;1,003225806;0,9991715;42,972;0,998652291;1,002038043;43,042;1,001659751;1,004266212;43,053;0,999177632;1,008244023;43,006;1,011004127;1,000692521
43,56;1,002419355;1;43,483;1;0,995244565;43,554;1,001659751;1,002559727;43,567;1,003289474;1,006595218;43,523;1,006189821;1,002770083
44,08;1,002419355;1;43,992;0,999326146;0,992527174;44,083;1,004149378;1,003412969;44,078;1,004934211;1,004946414;44,025;1,006877579;1,000692521
44,6;1,002419355;1,0008285;44,506;1,001347709;1,001358696;44,599;1,001659751;1,003412969;44,584;1,002467105;1;44,545;1,009628611;1,001385042
45,11;1,002419355;1,003314002;45,019;1,001347709;1,005434783;45,116;0,997510373;1,003412969;45,101;1;0,995053586;45,051;1,008940853;1,001385042
45,62;1,003225806;1,001657001;45,536;1,000673854;1,004755435;45,631;0,999170124;1,004266212;45,606;1;1;45,566;1,006877579;1,002770083
46,14;0,999193548;1,003314002;46,051;1,009433962;0,999320652;46,14;1,000829876;1,004266212;46,117;0,999177632;1,002473207;46,078;1,009628611;1,002770083
46,65;1,000806452;1,001657001;46,559;1,008086253;0,999320652;46,65;1,004149378;1,003412969;46,624;1,000822368;1,005770816;46,593;1,008940853;1,002077562
47,16;1,004032258;1,001657001;47,065;1,008086253;1,002038043;47,178;1,004149378;1,005119454;47,126;1;1,003297609;47,108;1,008253095;1,002770083
47,69;1,003225806;1,002485501;47,568;1,003369272;1,001358696;47,693;1,004149378;1,005119454;47,633;0,999177632;0,999175598;47,615;1,002751032;1,003462604
48,21;1,001612903;1,002485501;48,088;1,008086253;1,001358696;48,201;1,002489627;1,005119454;48,146;0,998355263;1;48,133;1,002751032;1,004847645
48,73;1,003225806;1,002485501;48,598;1,011455526;1,000679348;48,712;1,002489627;1,003412969;48,657;0,996710526;1;48,645;1,002063274;1,004155125
49,24;1,003225806;1,003314002;49,103;1,009433962;1;49,225;1,004149378;1,001706485;49,164;1,001644737;1,002473207;49,153;1,002063274;1,004155125
49,76;1,004032258;1,002485501;49,616;1,004043127;1,002038043;49,733;1,003319502;1,002559727;49,68;1,002467105;1,003297609;49,675;1,002063274;1,004847645
50,27;1,004032258;1,003314002;50,124;1,004043127;1;50,233;1,004149378;1,003412969;50,188;0,997532895;1,004946414;50,189;1,001375516;1,004847645
50,78;1,002419355;1,001657001;50,633;1,001347709;0,998641304;50,753;1,004149378;1,003412969;50,705;0,990131579;1,004946414;50,7;1,004126547;1,003462604
51,29;1,001612903;1,001657001;51,146;1,000673854;0,998641304;51,265;1,003319502;1,002559727;51,209;0,994243421;1,003297609;51,208;1,00343879;1,004155125
51,8;1,001612903;1,0008285;51,652;1,003369272;0,999320652;51,772;1,003319502;1,002559727;51,72;0,984375;1,004122012;51,714;1,00343879;1,004155125
52,32;1,001612903;1,0008285;52,167;1,001347709;0,997282609;52,282;1,004149378;1,001706485;52,222;0,984375;1,004946414;52,225;1,00343879;1,004155125
52,82;1,001612903;1,0008285;52,682;1,002695418;0,997282609;52,8;1,004149378;1,002559727;52,732;0,986842105;1,004122012;52,74;1,001375516;1,004847645
53,33;1,001612903;1;53,201;1,005390836;0,998641304;53,313;1,003319502;1,002559727;53,239;0,986019737;0,999175598;53,246;1,002751032;1,004847645
53,83;1,000806452;1,0008285;53,713;1,008086253;0,999320652;53,826;1,003319502;1,001706485;53,752;0,990953947;0,995877988;53,756;1,00343879;1,004155125
54,34;1,001612903;1,0008285;54,229;1,005390836;1,000679348;54,337;1,004149378;1,001706485;54,262;0,992598684;0,996702391;54,272;1,002063274;1,004847645
54,85;1,002419355;1,0008285;54,739;1,004716981;1,001358696;54,848;1,004149378;1,001706485;54,776;0,993421053;0,998351195;54,779;1,002751032;1,005540166
55,36;1,001612903;1,001657001;55,252;1,004716981;0,999320652;55,353;1,003319502;1,001706485;55,297;0,992598684;1,003297609;55,29;1,004814305;1,005540166
55,87;1,002419355;1,0008285;55,763;1,004043127;0,998641304;55,864;1,000829876;1,002559727;55,807;0,996710526;1,003297609;55,801;1,00343879;1,006232687
56,38;1,002419355;1,0008285;56,271;1,004043127;0,997961957;56,382;1,002489627;1,001706485;56,317;0,995888158;1,002473207;56,313;1,00343879;1,006232687
56,9;1,002419355;1,0008285;56,778;1,004043127;0,997961957;56,893;1,002489627;1,002559727;56,828;0,996710526;1,001648805;56,832;1,004126547;1,005540166
57,41;1,002419355;1,0008285;57,294;1,004043127;0,997961957;57,396;1;1,002559727;57,362;0,997532895;1,000824402;57,344;1,004126547;1,005540166
57,94;1,001612903;1,0008285;57,803;1,003369272;0,997961957;57,909;1,001659751;1,001706485;57,874;0,998355263;0,999175598;57,855;1,004126547;1,004847645
58,46;1,001612903;1,001657001;58,313;1,002695418;0,998641304;58,419;1,002489627;1,001706485;58,401;0,998355263;0,999175598;58,365;1,004126547;1,004847645
58,97;1,001612903;1,0008285;58,819;1,003369272;0,998641304;58,93;1;1,001706485;58,906;0,998355263;1,001648805;58,871;1,004814305;1,004847645
59,47;1;1,0008285;59,33;1,002695418;0,999320652;59,444;0,999170124;1,001706485;59,421;0,999177632;1,002473207;59,381;1,004814305;1,004847645
59,99;1,001612903;1,0008285;59,842;1,000673854;1;59,961;1,000829876;1,001706485;59,936;0,999177632;1,002473207;59,89;1,004814305;1,004847645
60,5;1,001612903;1,0008285;60,35;0,999326146;0,999320652;60,473;1;1,001706485;60,448;0,999177632;1,002473207;60,393;1,004126547;1,004847645
61,02;1,001612903;1,0008285;60,862;0,999326146;0,998641304;60,983;1;1,001706485;60,96;1;1,002473207;60,903;1,004126547;1,004847645
61,53;1,001612903;1,0008285;61,377;1;0,999320652;61,492;1;1,001706485;61,473;0,999177632;1,001648805;61,416;1,004126547;1,004847645
62,05;1,001612903;1,001657001;61,89;1,001347709;0,999320652;62,001;0,998340249;1,001706485;61,993;0,998355263;1,001648805;61,922;1,004814305;1,004847645
62,56;1,001612903;1,001657001;62,408;1,001347709;1;62,512;1,000829876;1,001706485;62,509;0,997532895;1,001648805;62,431;1,002751032;1,004847645
63,08;1,001612903;1,0008285;62,933;1,000673854;1;63,025;1,000829876;1,001706485;63,027;1;1;62,937;1,00343879;1,004847645
63,59;1,001612903;1,001657001;63,441;1;1;63,543;1;1,001706485;63,562;1;1,000824402;63,442;1,005502063;1,004847645
64,1;1,000806452;1,001657001;63,956;1;0,999320652;64,049;1,000829876;1,001706485;64,076;0,999177632;1,001648805;63,963;1,005502063;1,004847645
64,6;1,000806452;1,001657001;64,466;0,999326146;0,999320652;64,558;1,001659751;1,001706485;64,59;0,999177632;1,000824402;64,473;1,005502063;1,004847645
65,11;1,000806452;1,001657001;64,977;0,999326146;0,999320652;65,073;1,001659751;1,001706485;65,099;0,999177632;1,000824402;64,983;1,004126547;1,004847645
65,63;1,001612903;1,001657001;65,483;1;1;65,575;1,002489627;1,001706485;65,608;0,999177632;1,000824402;65,491;1,004126547;1,004155125
66,14;1,000806452;1,001657001;65,998;1,000673854;1;66,091;1,002489627;1,001706485;66,118;0,998355263;1;66,001;1,004126547;1,004155125
66,66;1,000806452;1,001657001;66,512;1,001347709;1;66,606;1,001659751;1,001706485;66,629;0,999177632;1,000824402;66,512;1,004126547;1,004155125
67,18;1,001612903;1,001657001;67,016;1,001347709;1;67,11;1,001659751;1,001706485;67,137;1,000822368;1,000824402;67,023;1,004814305;1,004155125
67,69;1,001612903;1,0008285;67,526;1,002021563;1;67,626;1,001659751;1,001706485;67,652;0,998355263;1,000824402;67,535;1,004814305;1,004155125
